name;prov_name;prov_acr;reg_name;com_istat_code;com_istat_code_num;geometry;Codice comune;Totale;COD_LOC_ANAG;ZONA_ANAG;COD_DEPOSITO_ANAG
Alto Sermenza;Vercelli;VC;Piemonte;002170;2170;MULTIPOLYGON (((8.012101019309245 45.899481380830004, 8.016973628816359 45.896094224423685, 8.026366998369541 45.89397852685614, 8.0463699483133 45.891208579653195, 8.047155631317983 45.89117012241333, 8.050000522392404 45.89109930478601, 8.05014579338969 45.89115451941435, 8.050826234629557 45.89161919388898, 8.06089638540338 45.89857427378968, 8.065206058831036 45.90193079194959, 8.068047743496408 45.904154604950044, 8.068904058542332 45.905106643428255, 8.070864668978782 45.90731872172144, 8.073902015149445 45.91013801573281, 8.074887858104447 45.91092003820989, 8.07572311540673 45.91148032047345, 8.078521708606702 45.91324452186983, 8.079151687750349 45.913551107854104, 8.080167925608555 45.91389232012346, 8.081014647962991 45.914056642885555, 8.081610189463055 45.9138859109707, 8.083671038926116 45.913290429762384, 8.083384173862404 45.91267610101586, 8.083396376336148 45.91242418350126, 8.08555633111788 45.9081437774218, 8.08579262875012 45.90781264068933, 8.086232034540794 45.90735713669407, 8.08655625992124 45.907044711502344, 8.086996462655325 45.906710722493315, 8.087435086221785 45.9064486999741, 8.08782391449377 45.90629879115153, 8.088364194440718 45.906078093291654, 8.089478025097973 45.90554696322835, 8.090067384669085 45.90525462794004, 8.09064098260557 45.90496668333134, 8.090989693656647 45.904631948885566, 8.09908050736022 45.894989007533574, 8.099070631605878 45.89472792019485, 8.099023658093246 45.89304896880093, 8.09903404959844 45.89258101868951, 8.09920128143242 45.892303315697326, 8.099688956973543 45.891636623769315, 8.101459025616336 45.88957596050846, 8.103426495660434 45.88762929636948, 8.104880096007399 45.88657414138279, 8.105672979355965 45.88194059554339, 8.105214553455633 45.88004240476812, 8.10497936599795 45.879415017995335, 8.104114625857848 45.87847219563977, 8.103712719534045 45.878122519147496, 8.102738259982502 45.87759284899228, 8.097843848727603 45.87274804125059, 8.09616986962376 45.870223658292964, 8.09562867149678 45.87015187526677, 8.094870109995055 45.87002885401967, 8.094761365601055 45.86995599418179, 8.091924681090697 45.867836374292374, 8.09184041786366 45.86769618380298, 8.091629702735245 45.86708697371137, 8.09148476167857 45.866518800516985, 8.091376808239781 45.86592839814616, 8.09123789562291 45.86504073530779, 8.091115550219728 45.864864262363106, 8.090619610955923 45.86424378484624, 8.090239089558754 45.86380422339081, 8.087742391425497 45.86106165868074, 8.081002712882375 45.85570182780958, 8.076215365108592 45.85208100625561, 8.07569498658046 45.851689775985655, 8.07494080556692 45.85126964610692, 8.073963833287168 45.85088820312527, 8.073702454770821 45.85085008376547, 8.07333617553719 45.850802119672096, 8.07324399436021 45.85080137202332, 8.071958783133642 45.85080443140381, 8.06760138965834 45.852344067121926, 8.067006861127885 45.85260922061558, 8.066710507864709 45.852881325262786, 8.065890552249574 45.85372516622489, 8.065320546917597 45.85404002282616, 8.065007350726251 45.854185976686715, 8.060413223317717 45.85462532141237, 8.040971419179439 45.85180862620927, 8.040670886172538 45.851684590479096, 8.040409341979856 45.851515889133694, 8.040325861054358 45.85115065497055, 8.04019878282786 45.85058256403461, 8.039922733027351 45.8494101663324, 8.039672033755743 45.848728520872456, 8.038535338375363 45.846140295006826, 8.035396010197585 45.842725120460294, 8.033994702590142 45.841493707752875, 8.033655012704026 45.84121632861699, 8.030730606495215 45.83915292214012, 8.03019048538836 45.838833317520795, 8.008658345491654 45.84431437401062, 8.007268371223196 45.84553089384466, 8.00541837484107 45.846338342417916, 8.005024600512778 45.84650593758882, 8.00468031079623 45.84662894765699, 8.004334327112863 45.84666642968463, 8.003867371858323 45.84671636958873, 8.003711390626805 45.84668350738758, 8.00314489927867 45.846561552782056, 8.00191893519623 45.84624931914009, 7.990251716435305 45.84283460459907, 7.988747187272115 45.84304631222302, 7.987586751917117 45.84330154788922, 7.986088664434461 45.84364378312614, 7.985307349945021 45.84383035788851, 7.984352327371938 45.8443619093755, 7.980352790698078 45.847003958153046, 7.978902282993078 45.84817007993692, 7.978560177463036 45.848500036163315, 7.978153254762002 45.848919419714676, 7.977454377956008 45.849871727248896, 7.972590492488357 45.85906266450599, 7.970003145166864 45.864016676330195, 7.969754085729874 45.86470746093204, 7.969768315603135 45.86511261803848, 7.969867753170193 45.865550030161145, 7.970140387774745 45.865894513315624, 7.970415024171581 45.86615350365497, 7.97071214206589 45.866349691663224, 7.971073179467464 45.866550951220084, 7.971392066439077 45.8667473334788, 7.971769952488489 45.86721427179279, 7.971958442355076 45.867472483076966, 7.971218012018743 45.87035498222898, 7.969772664467083 45.87300610854872, 7.966765935093025 45.8764441721362, 7.964595258740824 45.87881866248645, 7.964113700212653 45.87929130853415, 7.963522876732428 45.87985748546973, 7.962847511017803 45.880377897147845, 7.962283432760572 45.88067428405968, 7.961545250948916 45.88108610065031, 7.960782211860266 45.88166420871026, 7.960410034193059 45.88203433252793, 7.960230364926427 45.882469228223755, 7.960226755322444 45.88266270591135, 7.960261900895594 45.88651973064472, 7.960345852273213 45.89009369992494, 7.961336128734899 45.89922020272743, 7.961414951716134 45.89959444554998, 7.961704917938324 45.900182108280326, 7.961998017252706 45.900603292176825, 7.962274125345519 45.90076780723018, 7.964768461577712 45.90144747766812, 7.968851285084035 45.902654447157545, 7.976971961973737 45.90557159464577, 7.978372189703149 45.906484168135535, 7.979340399214699 45.90716335700199, 7.983016865026063 45.90943725322091, 7.98838341735305 45.9127160587206, 7.989705552180096 45.913267786838915, 7.990849821486627 45.91362891699105, 7.992381372189254 45.9139889520877, 7.993902398640722 45.9142633671933, 7.994893007617487 45.91441158602767, 7.996673618247093 45.914413741266515, 7.996774825427931 45.91441013232722, 8.000260380255945 45.910282467929655, 8.002321561040594 45.906538282157456, 8.002548274859448 45.90622975832914, 8.003070908422286 45.905572779195204, 8.006236714723624 45.90205866369715, 8.00704371047542 45.90157965738118, 8.012101019309245 45.899481380830004)));2170;149;;;
Cellio con Breia;Vercelli;VC;Piemonte;002171;2171;MULTIPOLYGON (((8.318443406162897 45.78759689895212, 8.317363776729428 45.78471025051995, 8.31699650284859 45.783083435005324, 8.316858388449134 45.76927562324221, 8.316862069308419 45.76897411283026, 8.317001909280902 45.76841691552341, 8.317211164145506 45.76777012196596, 8.317800402176154 45.767170594802806, 8.318212246201986 45.76691653599271, 8.331014606458767 45.77198308192522, 8.33480782416832 45.77379186307968, 8.335399733013874 45.77485288202452, 8.336267806624605 45.776185516578664, 8.337675551664391 45.77614419185536, 8.338699572663336 45.77598811331252, 8.338829251886624 45.77596635663482, 8.339575874617006 45.775781657990144, 8.34005741755256 45.77560289243316, 8.34012493996903 45.77557780680672, 8.338130764785172 45.774972240099245, 8.336346763883816 45.77339127715348, 8.33541640386464 45.77057316297713, 8.33490288152744 45.768261509610795, 8.334874765209458 45.768058818784624, 8.334914648631525 45.767847547377436, 8.335555416829763 45.76604213187409, 8.335958473957339 45.76533342736701, 8.336685994565453 45.76413607552946, 8.336890388941427 45.76391224547174, 8.338138969078596 45.753379681992406, 8.338133660450609 45.753285144268176, 8.337776492436214 45.75056486645109, 8.337388363887888 45.7484609657749, 8.332698038339304 45.7421376754004, 8.322504780602932 45.735574676523896, 8.31449700635446 45.73174661310116, 8.309509790963416 45.73047897414734, 8.309181790637917 45.73232664276412, 8.307683682290385 45.73677742056562, 8.307558293034491 45.73688016420461, 8.307335961020936 45.73705883920501, 8.307180142260316 45.737120898040175, 8.305137296437225 45.73769803081337, 8.298732888436653 45.73862649013621, 8.296077620471207 45.74256595960893, 8.296221287398248 45.743313896715605, 8.296361905045423 45.74430484084155, 8.296258501753174 45.745244787489305, 8.294026387882894 45.75226054620003, 8.293466771476329 45.753877215939376, 8.292464135345229 45.75478007433836, 8.29212363333317 45.755079496558004, 8.291783981730841 45.75531140390384, 8.291375162856061 45.75545288996852, 8.290749895561062 45.75571002732095, 8.290044566908321 45.756210581326286, 8.289307078281754 45.76276209818707, 8.290195020326397 45.76844703096461, 8.290858104563188 45.77251044854909, 8.290386979082724 45.779676540904774, 8.290263990359 45.77983328940994, 8.289643458577723 45.78010843884221, 8.284312061507345 45.78113275958455, 8.284816874755633 45.78132943496857, 8.293283600774505 45.78598143274398, 8.293569922466732 45.786613254240365, 8.294387277879714 45.78753637539119, 8.295605874655335 45.78788590591505, 8.302372486253798 45.78854398014679, 8.30300708619855 45.78852984368727, 8.30737079294287 45.78789033066338, 8.310423013306126 45.78744077192084, 8.311248337533504 45.787346745149264, 8.311798341424957 45.78734554371081, 8.314263680298646 45.78891748098894, 8.317615970108607 45.792319237716555, 8.318443406162897 45.78759689895212)));2171;941;;;
Alluvioni Piovera;Alessandria;AL;Piemonte;006192;6192;MULTIPOLYGON (((8.822648562165554 45.015260817146675, 8.822788997803874 45.01525201973713, 8.82254527177495 45.01416691819069, 8.822364790875106 45.01340149817528, 8.822198761208297 45.01272158778082, 8.821980439861264 45.01188407927754, 8.814150728734074 45.000277228484116, 8.81404751027803 45.00019153676441, 8.813773417551863 44.99998405573705, 8.811879145021766 44.99895923868541, 8.81172950228915 44.9988869820668, 8.811561232116324 44.998814675613666, 8.811021394688774 44.998647253327555, 8.810410181097739 44.99847071258955, 8.810175230643628 44.99842530186516, 8.805484078870027 44.99759373253899, 8.80531912121748 44.99759796863308, 8.803405946536456 44.9981167942902, 8.802826792894987 44.99831383292489, 8.801713809279327 44.9986809904795, 8.801193020456722 44.99885111364121, 8.80093941411173 44.99892718108195, 8.800512235866124 44.99897145616037, 8.798710874599923 44.99900430047117, 8.798235077284838 44.999012457412, 8.797469034568438 44.99902009802413, 8.793835576568645 44.99903160868366, 8.793655974761677 44.99903128432622, 8.793323376076597 44.99901718812241, 8.787163317094498 44.998222701916255, 8.783066186916942 44.99756236468984, 8.782401167850308 44.99739005296319, 8.78164972929601 44.9971095732939, 8.781739180125816 44.9968306816935, 8.782378811999008 44.99491450397319, 8.782624172860997 44.99419031363068, 8.783422239148445 44.99187835428891, 8.784410170019717 44.9890221338949, 8.784445920417415 44.98889617415391, 8.777169600827667 44.98205878666839, 8.776158630974818 44.981408658937056, 8.775345648683553 44.98101098642133, 8.774318619296375 44.98061738449277, 8.763674494747526 44.97412349567733, 8.75929044373356 44.961997761695365, 8.760351442053654 44.9548884773404, 8.760688641134637 44.954875688624064, 8.761199828360045 44.95484974994851, 8.761856469185824 44.95481059857982, 8.762284087346474 44.95477548416321, 8.764826853971979 44.94253362093105, 8.764508084625836 44.93475977221269, 8.762407953512572 44.93079905223799, 8.760780608694372 44.926438702984036, 8.760555950117183 44.92646973933518, 8.756778640696071 44.92702888692187, 8.7562805688477 44.92710433525771, 8.755564473754873 44.92722883432288, 8.754949348523102 44.9294059909381, 8.754546582915447 44.930899457909916, 8.75422001290694 44.932073519366675, 8.75346421635831 44.93406132065484, 8.751945886755388 44.93385547642944, 8.731977788827038 44.931865948828396, 8.731990555644156 44.931933491347664, 8.731767137501741 44.934494025249656, 8.729459807767919 44.93988974351592, 8.72499032678585 44.94174248655922, 8.717597675852543 44.944402512269676, 8.716162400382307 44.944597012880756, 8.715397437472614 44.944694128591415, 8.71347961835232 44.944500290028245, 8.712928619961557 44.94457991547155, 8.712619797904603 44.94463315537234, 8.711949340669785 44.94475749449932, 8.710324131689363 44.94640524775687, 8.71028417478424 44.94647265878674, 8.710268366922234 44.94654462937405, 8.71024297499835 44.94678760665114, 8.710223758471267 44.9470621246223, 8.710236713319288 44.94755727434987, 8.710961337731048 44.947779641809326, 8.712019130611269 44.94815140182097, 8.71235461899107 44.94831877995761, 8.712817696217936 44.948797049989196, 8.713099334015205 44.949274862444234, 8.713329975392814 44.94973453405416, 8.71343118395691 44.950175886347225, 8.713493568661791 44.950617142926134, 8.713486905142812 44.95195391747861, 8.713381908811433 44.95227772161041, 8.710411557378297 44.95942674997309, 8.707502132378872 44.96301561449498, 8.708105482812096 44.96624434829162, 8.710259930150126 44.96459797626033, 8.71250902953487 44.96301031612183, 8.715142636323206 44.961212037737944, 8.716325757870813 44.96040931452123, 8.716413904153315 44.960369011878, 8.716691821855767 44.9603381937805, 8.716784521776399 44.96033842370272, 8.717716407025671 44.96034522915768, 8.718703668798007 44.960370175499335, 8.718930627961793 44.96038424807778, 8.71904505057845 44.960402524601456, 8.726044382230237 44.96229643455539, 8.727079138959985 44.96284352769405, 8.728063790191813 44.9634309965393, 8.728213065321663 44.96353936759642, 8.728249811767942 44.963642991364075, 8.72952704077662 44.968083954022184, 8.73986551078736 44.971308149313664, 8.739908375671723 44.971380275322666, 8.739945649365604 44.97146586723603, 8.739965053612408 44.97155143465386, 8.739973332320401 44.97165047249278, 8.74003587208192 44.97447270800438, 8.740006003500266 44.97467969425687, 8.73937381953851 44.977666874952305, 8.739198430614389 44.97841362568046, 8.737434082638687 44.97993990803581, 8.733659458849564 44.981249940849224, 8.73341691123602 44.9813303997532, 8.731821229996477 44.981484199042896, 8.72743824044114 44.98155934674382, 8.725684189190646 44.980753961227066, 8.725017185584443 44.980410297186, 8.724328481802116 44.981452844971024, 8.724300277197141 44.98204241129059, 8.72429566236181 44.98226294805049, 8.724720528574732 44.9826825584204, 8.729596510855695 44.985426272784785, 8.730364644784125 44.98468093961061, 8.731039227716863 44.98402088503604, 8.731897634381353 44.98371233334653, 8.73369181197816 44.983081913262154, 8.735656195324475 44.98240232305421, 8.73753387383971 44.98204208447115, 8.742288685948516 44.98222844116442, 8.743214968505168 44.98232504814114, 8.743985970748854 44.98257883382403, 8.744686590033771 44.98297649723265, 8.745317596643323 44.98342799931441, 8.745763704253225 44.98383856412641, 8.746163306153827 44.984276051271124, 8.746478467520047 44.98462332645599, 8.746708369738597 44.98498840568882, 8.746967960201832 44.98562811598894, 8.747082402962246 44.98592092744424, 8.747203096291448 44.98660085169199, 8.747293079619906 44.9872356674401, 8.747322174911874 44.98764981956907, 8.749682000353209 44.990378081901866, 8.753657783010656 44.993429378010816, 8.75415357106497 44.99374999351212, 8.756927900817555 44.99338236691261, 8.758704482504085 44.992413920485106, 8.760222455136013 44.99117487507894, 8.759514712878595 44.99082231306091, 8.758357599434849 44.99061731615688, 8.757554550785958 44.99049860156229, 8.758006802364475 44.989761408653386, 8.76026686424875 44.98936558239589, 8.760854201250377 44.98931279761886, 8.761196957707455 44.98934953791105, 8.765622525318939 44.98984930197991, 8.765937052906189 44.98990396499071, 8.766314964270837 44.989972249858596, 8.767177333308565 44.9901360443265, 8.76790854987936 44.990277055565784, 8.768102629433477 44.99041697181592, 8.768736835105853 44.991030401556166, 8.769180597022249 44.99148589010564, 8.769638097686606 44.99197740966556, 8.76975533964188 44.9921036741452, 8.768683318396457 44.99447799688816, 8.76733307753944 44.99533943264507, 8.767163058953496 44.995420111657445, 8.766185242777132 44.995845695911264, 8.764223395981558 44.99906883321905, 8.762683181504585 45.001725689817924, 8.7635231487867 45.0021640290662, 8.763785727575954 45.002241080711975, 8.764780809382867 45.00247267906246, 8.765143750340133 45.0025364403613, 8.765775726601548 45.00255574927176, 8.766273378053153 45.00254325602981, 8.766797567465762 45.002445308244894, 8.767458322039312 45.00230713384865, 8.773789992013112 45.00064101236691, 8.774624821784574 44.99988200098133, 8.774689743960726 44.99960756579416, 8.7750009491541 44.99890603343162, 8.776492764088273 44.998233823440685, 8.777400438847621 44.99799705585798, 8.778307193543919 44.997895283916655, 8.779929179895465 44.99800195664099, 8.781263887735898 44.9982745687687, 8.782661255433135 44.99875632824466, 8.783219951604448 44.998948938541176, 8.783260647810682 44.998989518158794, 8.784843276371943 45.00061735136897, 8.785107032987895 45.00101843905936, 8.785166173034037 45.00110855427328, 8.785316431791028 45.001536437262295, 8.785338975241974 45.001658008318074, 8.78532466249005 45.00177499292795, 8.785268712187456 45.002103468769626, 8.785202517748084 45.00241839450765, 8.785139465357226 45.002629826494164, 8.78504712855786 45.00293120634519, 8.78492620881779 45.003246047767156, 8.784498608154049 45.00392487686553, 8.783956879813566 45.005422663980895, 8.783121365654843 45.007793065597724, 8.782750278084698 45.00897610295272, 8.791468367392696 45.01307020037579, 8.793517769088554 45.013888582092235, 8.794138864895404 45.013651163641775, 8.795734499067821 45.012830355176376, 8.79534826897078 45.01248308940602, 8.795003616782788 45.01215390886408, 8.794661846788943 45.011797724019544, 8.794609595632327 45.01166260683636, 8.795249086401537 45.0093772770797, 8.795327586432185 45.00916136829138, 8.795438478056687 45.00897254570724, 8.79551374808097 45.00888265867331, 8.796084669889947 45.00824454722466, 8.805260844149668 45.00591106980518, 8.805433736000225 45.00591136448115, 8.805704099381222 45.00592983669948, 8.806011988893827 45.005993374411176, 8.806307527740316 45.00607488247862, 8.806429935493577 45.00611111388797, 8.808566443530944 45.006951883453596, 8.808691574993999 45.00700609112437, 8.809344087376164 45.00742576776674, 8.80987386859535 45.00778224009915, 8.810091049812659 45.00794013495249, 8.810063399080887 45.0080345910673, 8.809957258217723 45.0083494814878, 8.809878815506385 45.008565399558215, 8.809790435528566 45.008790298428785, 8.809734556342633 45.00901974872793, 8.809710394645604 45.009613838284814, 8.809947194880769 45.01019035042028, 8.811463179949488 45.01203373111335, 8.811610225690082 45.012178012395864, 8.81168780174965 45.012227640025664, 8.811770534820278 45.01227279675281, 8.816432995054445 45.01453983647349, 8.816545458488905 45.01458953575711, 8.816743193846545 45.01464836739204, 8.81869368952591 45.0150070512092, 8.81884630292892 45.015034301796, 8.819865419472448 45.01520244447204, 8.820090964911811 45.0152388049067, 8.82028130965565 45.015252599349914, 8.820458930330497 45.0152618941265, 8.822142425878345 45.015287019551025, 8.822343120758264 45.01528283367245, 8.822648562165554 45.015260817146675)));6192;1635;;;
Borgomezzavalle;Verbano-Cusio-Ossola;VB;Piemonte;103078;103078;MULTIPOLYGON (((8.164370468556209 46.06997918850513, 8.167084206942336 46.0693419722942, 8.167763266397609 46.069247918716805, 8.168765276026608 46.069282214099495, 8.169693422907622 46.06941946271453, 8.170641549475523 46.069651352484996, 8.17176022034263 46.0700734732963, 8.172476732562165 46.07039367541121, 8.172929134557284 46.07051395894412, 8.17368551436484 46.07057341891961, 8.174385792948838 46.070519991415495, 8.1808322560436 46.06956284338482, 8.187933531254517 46.065738933958976, 8.196801202179412 46.05786341026923, 8.19867339910116 46.05554099677236, 8.198999530539743 46.05491777727823, 8.209487943862745 46.05644882910481, 8.210906341937449 46.05775467270733, 8.212965978029066 46.05891640491931, 8.21998139583257 46.06165104534143, 8.22667920124656 46.06287558978083, 8.228490544672654 46.06394535614933, 8.229348009078732 46.05781301237011, 8.232539474937694 46.055458415223605, 8.233073325898266 46.05477349218961, 8.23612511022889 46.05057282193972, 8.236485248620546 46.049940709532585, 8.23686033024105 46.0488091955369, 8.236892854482411 46.04858890366333, 8.236764733737145 46.04765652736501, 8.23672530752294 46.04744025423351, 8.235652624714092 46.046375558453704, 8.234783135517192 46.045838717112076, 8.22349102162081 46.03845886275006, 8.214453527956497 46.03780307693492, 8.210447216044656 46.03792398042722, 8.20380244058997 46.03768437641306, 8.196746749466506 46.03598344910332, 8.193091249215 46.03462117628214, 8.193016951428381 46.03442714569343, 8.192898583630784 46.034124791878185, 8.192817895951391 46.03392621855625, 8.191762572095879 46.03243822417773, 8.191469547163232 46.03220664776277, 8.189179306688281 46.030952880299225, 8.188788550867432 46.03077910836211, 8.18814019736926 46.0306034865736, 8.182895953858107 46.029459090252736, 8.159143236272817 46.02462015388494, 8.154151658944738 46.024245799276606, 8.14945003411448 46.02413440913981, 8.147701389142153 46.02410787040702, 8.143429241824572 46.02450345549282, 8.142912421830983 46.024607576716974, 8.152606675834729 46.031209564708604, 8.152765208270848 46.03140424353466, 8.152843849092713 46.03151733870219, 8.16026532658382 46.04370444937996, 8.162836040295945 46.04830892568638, 8.165022551015367 46.053558565111274, 8.165129214475737 46.05393284118841, 8.165396740072966 46.0598794468146, 8.165293270587796 46.06103521672617, 8.16503372223536 46.06158233263389, 8.164884968803227 46.061801752686286, 8.164692046905584 46.06189484490964, 8.163954551454731 46.06211895423275, 8.1631703689951 46.062383233523235, 8.161502011107967 46.06340602262138, 8.159590142617276 46.06476001793321, 8.158901608396784 46.0652679641737, 8.157082654361163 46.067014102906974, 8.156557194451505 46.0676627353497, 8.156044572023074 46.06831597554152, 8.155950186749228 46.07018731219136, 8.155996880231458 46.07054318110811, 8.164370468556209 46.06997918850513)));103078;306;;;
Montano Lucino;Como;CO;Lombardia;013154;13154;MULTIPOLYGON (((9.029389312604374 45.8023887740321, 9.030984811334612 45.80199231458479, 9.03278556570305 45.80123577297304, 9.035718254734018 45.79981279134815, 9.037622115479435 45.7988851166529, 9.041467407094126 45.79645362347549, 9.042341522762024 45.79584126383871, 9.042263950873085 45.795364259856406, 9.041659123985799 45.79472543808677, 9.04142719373792 45.79428450849854, 9.044152896744079 45.792195333706644, 9.04588933129343 45.792041652468534, 9.046597129434273 45.79223937722696, 9.046635463152713 45.79226187497161, 9.046890986457418 45.79241184851839, 9.046918821403262 45.79242825791981, 9.046814747867776 45.791132209849536, 9.046823768093391 45.791004378565006, 9.04689112480535 45.79015111836742, 9.048265796566637 45.787864383534604, 9.049345516104502 45.78699986327218, 9.04952222687175 45.78694076664987, 9.049911422411709 45.78681060495677, 9.050797337068941 45.784861580071734, 9.051195238788196 45.78387133334744, 9.051310433627227 45.783241244382744, 9.050472404960196 45.781189477612756, 9.044705550727963 45.77533245469548, 9.043368858014965 45.776107038128856, 9.03703129926686 45.780542068012224, 9.037199397538869 45.781838113775926, 9.037495078550412 45.78216203744929, 9.037405895216581 45.783458145077596, 9.036737622762052 45.783854401121175, 9.032378258507679 45.786042863513146, 9.01762155541612 45.790181297051085, 9.017059449448476 45.79031246460821, 9.01641610481469 45.790132557922796, 9.0156311777207 45.78972763303918, 9.00883872084992 45.786348623982384, 9.004542304991228 45.78721293471652, 9.015633567108987 45.79827370718789, 9.017371319296771 45.80150466835125, 9.01860792216081 45.804011134015745, 9.029389312604374 45.8023887740321)));13154;5287;;;
